date,department,system,login_failures,new_device_connections,phishing_email_signals,privileged_access_attempts,suspicious_ip_accesses,unusual_file_downloads,total_events,unique_users,unique_devices,external_ip_events,off_hours_events,high_severity_events,total_download_volume_mb,external_ip_ratio,off_hours_ratio,high_severity_ratio,login_failures_7d_avg,login_failures_spike_ratio,suspicious_ip_accesses_7d_avg,suspicious_ip_accesses_spike_ratio,unusual_file_downloads_7d_avg,unusual_file_downloads_spike_ratio,new_device_connections_7d_avg,new_device_connections_spike_ratio,phishing_email_signals_7d_avg,phishing_email_signals_spike_ratio,privileged_access_attempts_7d_avg,privileged_access_attempts_spike_ratio,total_events_7d_avg,total_events_spike_ratio,external_ip_events_7d_avg,external_ip_events_spike_ratio,off_hours_events_7d_avg,off_hours_events_spike_ratio,rule_based_score,incident_probability,incident_next_7d,primary_driver
2025-12-10,Library,digital-archives,1,0,1,0,1,0,3,3,3,2,1,2,0,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.7142857142857144,0.2692307692307692,0.5714285714285714,0.6363636363636364,1.4285714285714286,0.0,1.4285714285714286,0.0,0.5714285714285714,0.6363636363636364,0.7142857142857143,0.0,7.428571428571429,0.3559322033898305,2.0,0.6666666666666666,2.0,0.3333333333333333,14.93,0.0372,0,Phishing patterns
2025-12-10,Library,library-catalog,1,4,1,0,3,1,10,10,10,7,2,4,3750,0.7,0.2,0.4,3.857142857142857,0.20588235294117646,0.2857142857142857,2.3333333333333335,3.0,0.25,3.2857142857142856,0.9333333333333333,0.7142857142857143,0.5833333333333333,1.0,0.0,12.142857142857142,0.7608695652173914,3.2857142857142856,1.6333333333333333,3.142857142857143,0.48275862068965525,30.15,0.248,1,Suspicious IP access
2025-12-10,Registrar,registration-api,2,0,1,1,0,1,5,5,5,2,0,1,4797,0.4,0.0,0.2,5.142857142857143,0.3255813953488372,1.4285714285714286,0.0,0.7142857142857143,0.5833333333333333,1.1428571428571428,0.0,2.857142857142857,0.25925925925925924,2.0,0.3333333333333333,13.285714285714286,0.35,6.571428571428571,0.2641509433962264,3.4285714285714284,0.0,9.98,0.036,0,Login failures
2025-12-10,Registrar,student-records,9,0,3,1,2,0,15,15,14,9,2,3,0,0.6,0.13333333333333333,0.2,4.142857142857143,1.7499999999999998,2.142857142857143,0.6363636363636364,0.7142857142857143,0.0,1.8571428571428572,0.0,3.0,0.75,1.4285714285714286,0.4117647058823529,13.285714285714286,1.05,7.285714285714286,1.0862068965517242,4.285714285714286,0.3783783783783784,40.77,0.3056,1,Login failures
2025-12-10,Research Lab,hpc-cluster,6,3,2,6,3,6,26,26,25,13,17,13,15694,0.5,0.6538461538461539,0.5,7.571428571428571,0.7000000000000001,1.5714285714285714,1.1666666666666667,3.7142857142857144,1.2727272727272727,2.0,1.0,1.8571428571428572,0.7,3.0,1.5,19.714285714285715,1.2551724137931033,8.0,1.4444444444444444,7.857142857142857,1.9193548387096773,93.33,0.9561,1,Privileged access attempts
2025-12-10,Research Lab,research-data-vault,7,6,2,1,7,3,26,26,26,15,16,8,10715,0.5769230769230769,0.6153846153846154,0.3076923076923077,6.285714285714286,0.9607843137254902,3.142857142857143,1.6896551724137934,3.857142857142857,0.6176470588235293,1.7142857142857142,2.2105263157894735,2.0,0.6666666666666666,3.142857142857143,0.24137931034482762,20.142857142857142,1.2297297297297298,10.0,1.3636363636363635,8.285714285714286,1.723076923076923,88.8,0.8927,1,Suspicious IP access
2025-12-10,Student Services,housing-api,3,5,1,0,2,0,11,11,11,6,3,0,0,0.5454545454545454,0.2727272727272727,0.0,4.714285714285714,0.525,1.4285714285714286,0.8235294117647058,0.2857142857142857,0.0,2.4285714285714284,1.4583333333333335,1.5714285714285714,0.38888888888888895,0.8571428571428571,0.0,11.285714285714286,0.8953488372093023,5.428571428571429,0.9333333333333333,4.714285714285714,0.525,24.13,0.1145,1,New device joins
2025-12-10,Student Services,student-portal,4,1,4,0,1,1,11,11,10,6,3,3,4445,0.5454545454545454,0.2727272727272727,0.2727272727272727,3.0,1.0,1.5714285714285714,0.38888888888888895,0.7142857142857143,0.5833333333333333,4.0,0.2,2.2857142857142856,1.2173913043478262,1.0,0.0,12.571428571428571,0.8105263157894737,6.142857142857143,0.84,5.0,0.5,31.2,0.1885,1,Phishing patterns
2025-12-11,Admissions,admissions-portal,6,2,2,0,2,1,13,13,13,5,9,3,2304,0.38461538461538464,0.6923076923076923,0.23076923076923078,5.142857142857143,0.9767441860465116,2.0,0.6666666666666666,0.8571428571428571,0.5384615384615384,0.8571428571428571,1.0769230769230769,2.2857142857142856,0.6086956521739131,0.2857142857142857,0.0,11.428571428571429,1.0459770114942528,6.714285714285714,0.6481481481481481,2.0,3.0,39.39,0.3308,0,Login failures
2025-12-11,Admissions,application-db,5,3,1,2,1,0,12,12,12,4,7,4,0,0.3333333333333333,0.5833333333333334,0.3333333333333333,5.142857142857143,0.813953488372093,1.1428571428571428,0.4666666666666667,1.1428571428571428,0.0,1.0,1.5,2.0,0.3333333333333333,0.5714285714285714,1.2727272727272727,11.0,1.0,5.571428571428571,0.6086956521739131,2.7142857142857144,1.8846153846153846,33.81,0.2431,0,Login failures
2025-12-11,Finance,finance-erp,9,2,0,2,6,1,20,20,20,13,12,7,4824,0.65,0.6,0.35,5.857142857142857,1.3125,3.5714285714285716,1.3125,1.8571428571428572,0.35,2.142857142857143,0.6363636363636364,1.1428571428571428,0.0,1.8571428571428572,0.7,16.428571428571427,1.1475409836065575,8.285714285714286,1.4,6.285714285714286,1.6470588235294117,76.67,0.7141,1,Suspicious IP access
2025-12-11,Finance,payroll-db,10,5,5,6,4,2,32,32,31,18,16,15,5251,0.5625,0.5,0.46875,5.285714285714286,1.590909090909091,3.2857142857142856,0.9333333333333333,1.5714285714285714,0.7777777777777779,1.0,2.5,2.2857142857142856,1.5217391304347827,2.142857142857143,1.9090909090909092,15.571428571428571,1.931034482758621,8.0,2.0,4.714285714285714,2.8,96.51,0.9877,1,Privileged access attempts
2025-12-11,Human Resources,benefits-db,7,0,5,2,3,0,17,17,17,11,4,3,0,0.6470588235294118,0.23529411764705882,0.17647058823529413,3.4285714285714284,1.5806451612903225,3.2857142857142856,0.7000000000000001,1.1428571428571428,0.0,1.0,0.0,2.0,1.6666666666666667,1.0,1.0,11.857142857142858,1.3222222222222222,7.857142857142857,1.2419354838709677,2.857142857142857,1.037037037037037,63.43,0.6725,0,Phishing patterns
2025-12-11,Human Resources,hr-portal,4,2,2,0,2,0,10,10,10,7,4,1,0,0.7,0.4,0.1,5.857142857142857,0.5833333333333334,2.142857142857143,0.6363636363636364,0.42857142857142855,0.0,1.1428571428571428,0.9333333333333333,2.2857142857142856,0.6086956521739131,1.2857142857142858,0.0,13.142857142857142,0.7070707070707071,6.428571428571429,0.9423076923076923,3.2857142857142856,0.9333333333333333,31.43,0.1233,0,Login failures
2025-12-11,Library,digital-archives,1,3,2,0,2,4,12,12,12,8,9,6,14482,0.6666666666666666,0.75,0.5,2.5714285714285716,0.27999999999999997,0.5714285714285714,1.2727272727272727,1.2857142857142858,1.75,0.8571428571428571,1.6153846153846154,0.5714285714285714,1.2727272727272727,0.42857142857142855,0.0,6.285714285714286,1.6470588235294117,1.7142857142857142,2.9473684210526314,1.7142857142857142,3.31578947368421,54.12,0.6164,1,Unusual downloads
2025-12-11,Library,library-catalog,6,2,0,3,2,5,18,18,17,7,9,8,11326,0.3888888888888889,0.5,0.4444444444444444,3.7142857142857144,1.2727272727272727,0.7142857142857143,1.1666666666666665,3.0,1.25,3.2857142857142856,0.4666666666666667,0.7142857142857143,0.0,0.5714285714285714,1.9090909090909092,12.0,1.3846153846153846,3.857142857142857,1.441176470588235,3.142857142857143,2.1724137931034484,62.84,0.6749,1,Unusual downloads
2025-12-11,Registrar,registration-api,7,0,3,1,2,1,14,14,14,6,3,4,3737,0.42857142857142855,0.21428571428571427,0.2857142857142857,3.857142857142857,1.441176470588235,1.1428571428571428,0.9333333333333333,0.8571428571428571,0.5384615384615384,0.8571428571428571,0.0,2.4285714285714284,0.875,1.8571428571428572,0.35,11.0,1.1666666666666667,5.714285714285714,0.8936170212765957,1.8571428571428572,1.05,37.92,0.2713,0,Login failures
2025-12-11,Registrar,student-records,3,0,1,6,2,1,13,13,13,4,2,10,1273,0.3076923076923077,0.15384615384615385,0.7692307692307693,4.285714285714286,0.5675675675675675,2.0,0.6666666666666666,0.42857142857142855,0.7,1.4285714285714286,0.0,3.0,0.25,1.1428571428571428,2.8000000000000003,12.285714285714286,0.9784946236559139,7.0,0.5,2.7142857142857144,0.5384615384615384,48.81,0.4118,1,Privileged access attempts
2025-12-11,Research Lab,hpc-cluster,12,5,1,3,4,13,38,37,36,15,17,16,28755,0.39473684210526316,0.4473684210526316,0.42105263157894735,7.428571428571429,1.423728813559322,1.8571428571428572,1.4,4.0,2.6,2.2857142857142856,1.5217391304347827,1.7142857142857142,0.3684210526315789,3.5714285714285716,0.65625,20.857142857142858,1.738562091503268,8.857142857142858,1.5217391304347825,8.857142857142858,1.7246376811594202,97.1,0.9872,1,Unusual downloads
2025-12-11,Research Lab,research-data-vault,11,4,3,2,5,9,34,34,34,15,16,17,17668,0.4411764705882353,0.47058823529411764,0.5,6.285714285714286,1.5098039215686274,4.0,1.0,4.0,1.8,2.142857142857143,1.2727272727272727,1.7142857142857142,1.1052631578947367,2.5714285714285716,0.5599999999999999,20.714285714285715,1.5657894736842104,10.857142857142858,1.2650602409638554,8.714285714285714,1.647058823529412,95.64,0.9757,1,Unusual downloads
2025-12-11,Student Services,housing-api,3,4,1,3,0,1,12,12,12,6,1,5,3209,0.5,0.08333333333333333,0.4166666666666667,4.857142857142857,0.5121951219512195,1.5714285714285714,0.0,0.2857142857142857,0.7777777777777779,2.857142857142857,1.037037037037037,1.7142857142857142,0.3684210526315789,0.5714285714285714,1.9090909090909092,11.857142857142858,0.9333333333333333,6.0,0.8571428571428571,5.0,0.16666666666666666,29.21,0.2012,0,Privileged access attempts
2025-12-11,Student Services,student-portal,1,1,0,1,2,2,7,7,7,2,2,3,4602,0.2857142857142857,0.2857142857142857,0.42857142857142855,3.0,0.25,1.5714285714285714,0.7777777777777779,0.8571428571428571,1.0769230769230769,3.7142857142857144,0.21212121212121213,2.7142857142857144,0.0,1.0,0.5,12.857142857142858,0.5051546391752577,6.428571428571429,0.2692307692307692,5.285714285714286,0.3181818181818182,17.7,0.0719,0,Suspicious IP access
2025-12-12,Admissions,admissions-portal,6,2,5,1,2,0,16,16,16,8,2,5,0,0.5,0.125,0.3125,5.142857142857143,0.9767441860465116,2.0,0.6666666666666666,1.0,0.0,1.0,1.0,2.4285714285714284,1.4583333333333335,0.2857142857142857,0.7777777777777779,11.857142857142858,1.2444444444444445,6.428571428571429,1.0769230769230769,3.142857142857143,0.48275862068965525,46.51,0.376,0,Phishing patterns
2025-12-12,Admissions,application-db,3,0,3,2,1,1,10,10,10,6,3,5,4863,0.6,0.3,0.5,5.285714285714286,0.4772727272727273,1.2857142857142858,0.4375,1.0,0.5,1.2857142857142858,0.0,2.0,1.0,0.7142857142857143,1.1666666666666665,11.571428571428571,0.7954545454545455,6.0,0.8571428571428571,3.5714285714285716,0.65625,37.52,0.2457,0,Phishing patterns
2025-12-12,Finance,finance-erp,9,1,1,2,3,1,17,17,17,9,5,3,3894,0.5294117647058824,0.29411764705882354,0.17647058823529413,6.142857142857143,1.26,3.7142857142857144,0.6363636363636364,1.5714285714285714,0.38888888888888895,2.2857142857142856,0.30434782608695654,1.1428571428571428,0.4666666666666667,1.8571428571428572,0.7,16.714285714285715,0.9596774193548386,8.857142857142858,0.9130434782608695,7.142857142857143,0.6140350877192983,51.85,0.4731,1,Login failures
2025-12-12,Finance,payroll-db,9,3,2,4,1,4,23,23,23,8,7,6,12052,0.34782608695652173,0.30434782608695654,0.2608695652173913,5.571428571428571,1.3695652173913044,3.4285714285714284,0.22580645161290322,1.8571428571428572,1.4,1.7142857142857142,1.1052631578947367,2.5714285714285716,0.5599999999999999,3.0,1.0,18.142857142857142,1.2014925373134329,9.571428571428571,0.7567567567567568,7.0,0.875,71.59,0.6667,1,Login failures
2025-12-12,Human Resources,benefits-db,6,2,1,0,4,0,13,13,12,7,6,3,0,0.5384615384615384,0.46153846153846156,0.23076923076923078,3.857142857142857,1.2352941176470587,3.142857142857143,0.9655172413793105,0.8571428571428571,0.0,1.0,1.0,2.7142857142857144,0.2692307692307692,1.2857142857142858,0.0,12.857142857142858,0.9381443298969072,8.428571428571429,0.7424242424242424,3.2857142857142856,1.4000000000000001,39.65,0.2258,1,Suspicious IP access
2025-12-12,Human Resources,hr-portal,4,1,2,0,3,1,11,11,11,5,6,5,2563,0.45454545454545453,0.5454545454545454,0.45454545454545453,6.0,0.5714285714285714,1.8571428571428572,1.05,0.42857142857142855,0.7,1.1428571428571428,0.4666666666666667,2.2857142857142856,0.6086956521739131,1.1428571428571428,0.0,12.857142857142858,0.7938144329896907,6.428571428571429,0.673076923076923,3.857142857142857,1.2352941176470587,37.2,0.2128,0,Suspicious IP access
2025-12-12,Library,digital-archives,2,6,1,2,1,3,15,15,15,4,8,6,9121,0.26666666666666666,0.5333333333333333,0.4,2.4285714285714284,0.5833333333333334,0.8571428571428571,0.5384615384615384,1.7142857142857142,1.1052631578947367,1.0,3.0,0.8571428571428571,0.5384615384615384,0.42857142857142855,1.4,7.285714285714286,1.810344827586207,2.7142857142857144,1.0769230769230769,3.0,2.0,43.7,0.4676,1,New device joins
2025-12-12,Library,library-catalog,5,4,2,2,1,2,16,16,16,8,10,5,6128,0.5,0.625,0.3125,4.0,1.0,1.0,0.5,3.2857142857142856,0.4666666666666667,3.142857142857143,0.9655172413793105,0.5714285714285714,1.2727272727272727,0.8571428571428571,1.0769230769230769,12.857142857142858,1.1546391752577319,4.428571428571429,1.4736842105263157,4.142857142857143,1.9444444444444442,56.22,0.5735,1,Login failures
2025-12-12,Registrar,registration-api,7,3,3,5,4,1,23,23,22,10,14,9,3180,0.43478260869565216,0.6086956521739131,0.391304347826087,4.142857142857143,1.361111111111111,1.1428571428571428,1.8666666666666667,1.0,0.5,0.7142857142857143,1.7499999999999998,2.2857142857142856,0.9130434782608696,1.5714285714285714,1.9444444444444446,10.857142857142858,1.9397590361445782,5.571428571428571,1.5217391304347827,1.7142857142857142,5.157894736842105,86.64,0.9386,1,Privileged access attempts
2025-12-12,Registrar,student-records,5,1,4,4,4,0,18,18,18,10,6,10,0,0.5555555555555556,0.3333333333333333,0.5555555555555556,4.285714285714286,0.9459459459459459,2.0,1.3333333333333333,0.5714285714285714,0.0,1.2857142857142858,0.4375,3.0,1.0,1.8571428571428572,1.4,13.0,1.2857142857142858,7.0,1.25,2.7142857142857144,1.6153846153846154,75.11,0.7218,1,Privileged access attempts
2025-12-12,Research Lab,hpc-cluster,6,1,1,7,3,5,23,22,23,11,2,10,18732,0.4782608695652174,0.08695652173913043,0.43478260869565216,8.0,0.6666666666666666,2.0,1.0,5.428571428571429,0.7777777777777778,2.5714285714285716,0.27999999999999997,1.4285714285714286,0.4117647058823529,3.7142857142857144,1.4848484848484849,23.142857142857142,0.9526627218934911,9.428571428571429,1.0547945205479452,10.857142857142858,0.1686746987951807,83.98,0.7962,1,Privileged access attempts
2025-12-12,Research Lab,research-data-vault,8,3,2,1,5,3,22,22,21,13,0,1,9392,0.5909090909090909,0.0,0.045454545454545456,7.285714285714286,0.9655172413793105,4.428571428571429,0.9210526315789473,4.857142857142857,0.5121951219512195,2.2857142857142856,0.9130434782608696,2.0,0.6666666666666666,2.0,0.3333333333333333,22.857142857142858,0.9221556886227544,11.714285714285714,1.0224719101123596,10.285714285714286,0.0,66.33,0.5236,1,Suspicious IP access
2025-12-12,Student Services,housing-api,3,3,2,0,2,0,10,10,10,6,1,2,0,0.6,0.1,0.2,4.714285714285714,0.525,1.4285714285714286,0.8235294117647058,0.2857142857142857,0.0,3.0,0.75,1.4285714285714286,0.8235294117647058,0.8571428571428571,0.0,11.714285714285714,0.7865168539325843,5.714285714285714,0.8936170212765957,4.142857142857143,0.19444444444444442,22.97,0.0972,0,Phishing patterns
2025-12-12,Student Services,student-portal,7,1,2,3,3,0,16,16,16,9,4,5,0,0.5625,0.25,0.3125,2.2857142857142856,2.130434782608696,1.7142857142857142,1.1052631578947367,1.0,0.0,3.142857142857143,0.24137931034482762,2.5714285714285716,0.5599999999999999,1.0,1.5,11.714285714285714,1.2584269662921348,6.0,1.2857142857142858,5.0,0.6666666666666666,55.29,0.5851,1,Login failures
2025-12-13,Admissions,admissions-portal,3,1,1,0,1,0,6,6,6,4,1,1,0,0.6666666666666666,0.16666666666666666,0.16666666666666666,5.0,0.5,1.8571428571428572,0.35,0.7142857142857143,0.0,1.0,0.5,3.0,0.25,0.42857142857142855,0.0,12.0,0.46153846153846156,6.571428571428571,0.5283018867924528,3.142857142857143,0.24137931034482762,15.14,0.0444,0,Login failures
2025-12-13,Admissions,application-db,3,4,2,0,1,1,11,11,11,6,3,2,4667,0.5454545454545454,0.2727272727272727,0.18181818181818182,4.714285714285714,0.525,1.4285714285714286,0.4117647058823529,0.5714285714285714,0.6363636363636364,1.2857142857142858,1.75,2.0,0.6666666666666666,0.8571428571428571,0.0,10.857142857142858,0.927710843373494,5.571428571428571,0.9130434782608696,3.5714285714285716,0.65625,25.94,0.1662,0,New device joins
2025-12-13,Finance,finance-erp,1,1,1,2,5,1,11,11,11,6,3,3,1991,0.5454545454545454,0.2727272727272727,0.2727272727272727,7.0,0.125,3.7142857142857144,1.0606060606060606,1.7142857142857142,0.3684210526315789,2.142857142857143,0.3181818181818182,0.8571428571428571,0.5384615384615384,1.7142857142857142,0.7368421052631579,17.142857142857142,0.6062992125984252,9.0,0.6,7.571428571428571,0.35000000000000003,44.25,0.3071,1,Suspicious IP access
2025-12-13,Finance,payroll-db,2,1,0,4,2,1,10,10,10,6,1,4,491,0.6,0.1,0.4,6.142857142857143,0.27999999999999997,3.4285714285714284,0.45161290322580644,2.0,0.3333333333333333,2.0,0.3333333333333333,2.7142857142857144,0.0,3.142857142857143,0.9655172413793105,19.428571428571427,0.48951048951048953,10.142857142857142,0.5384615384615384,7.571428571428571,0.11666666666666667,35.21,0.2667,0,Privileged access attempts
2025-12-13,Human Resources,benefits-db,1,0,0,1,1,0,3,3,3,1,0,1,0,0.3333333333333333,0.0,0.3333333333333333,4.428571428571429,0.18421052631578946,3.4285714285714284,0.22580645161290322,0.8571428571428571,0.0,1.0,0.0,2.4285714285714284,0.0,1.0,0.5,13.142857142857142,0.21212121212121213,8.142857142857142,0.109375,4.0,0.0,7.49,0.0286,0,Privileged access attempts
2025-12-13,Human Resources,hr-portal,2,0,4,0,3,2,11,11,11,7,4,1,5376,0.6363636363636364,0.36363636363636365,0.09090909090909091,5.428571428571429,0.3111111111111111,2.142857142857143,0.9545454545454546,0.5714285714285714,1.2727272727272727,1.0,0.0,2.4285714285714284,1.1666666666666667,0.8571428571428571,0.0,12.428571428571429,0.8191489361702128,6.285714285714286,0.9607843137254902,3.857142857142857,0.8235294117647058,43.58,0.3907,1,Phishing patterns
2025-12-13,Library,digital-archives,0,4,0,2,0,1,7,7,7,3,1,2,3723,0.42857142857142855,0.14285714285714285,0.2857142857142857,2.142857142857143,0.0,1.0,0.0,1.8571428571428572,0.35,1.7142857142857142,1.4736842105263157,0.8571428571428571,0.0,0.5714285714285714,1.2727272727272727,8.142857142857142,0.765625,3.142857142857143,0.7241379310344829,3.4285714285714284,0.22580645161290322,15.04,0.0432,0,New device joins
2025-12-13,Library,library-catalog,4,1,2,0,0,1,8,8,8,5,1,2,2983,0.625,0.125,0.25,3.857142857142857,0.8235294117647058,0.8571428571428571,0.0,3.0,0.25,3.5714285714285716,0.21875,0.7142857142857143,1.1666666666666665,1.0,0.0,13.0,0.5714285714285714,4.571428571428571,0.8974358974358975,4.142857142857143,0.19444444444444442,17.62,0.1048,0,Login failures
2025-12-13,Registrar,registration-api,4,1,5,2,2,0,14,14,14,9,9,6,0,0.6428571428571429,0.6428571428571429,0.42857142857142855,4.857142857142857,0.6829268292682927,1.7142857142857142,0.7368421052631579,0.8571428571428571,0.0,0.8571428571428571,0.5384615384615384,2.2857142857142856,1.5217391304347827,1.7142857142857142,0.7368421052631579,12.285714285714286,1.053763440860215,6.142857142857143,1.26,3.142857142857143,2.1724137931034484,64.66,0.5723,1,Phishing patterns
2025-12-13,Registrar,student-records,4,2,2,1,2,0,11,11,11,7,4,4,0,0.6363636363636364,0.36363636363636365,0.36363636363636365,4.285714285714286,0.7567567567567568,2.142857142857143,0.6363636363636364,0.42857142857142855,0.0,0.8571428571428571,1.0769230769230769,3.142857142857143,0.48275862068965525,2.2857142857142856,0.30434782608695654,13.142857142857142,0.7777777777777778,7.142857142857143,0.8596491228070176,3.142857142857143,0.9655172413793105,36.27,0.2223,0,Login failures
2025-12-13,Research Lab,hpc-cluster,7,1,2,2,2,1,15,15,14,5,9,5,4379,0.3333333333333333,0.6,0.3333333333333333,7.428571428571429,0.8305084745762712,2.4285714285714284,0.5833333333333334,5.428571428571429,0.15555555555555556,2.142857142857143,0.3181818181818182,1.0,1.0,3.857142857142857,0.4117647058823529,22.285714285714285,0.6441717791411044,9.571428571428571,0.47297297297297297,8.857142857142858,0.9130434782608695,49.67,0.3399,1,Login failures
2025-12-13,Research Lab,research-data-vault,7,1,2,4,2,1,17,17,17,8,9,7,3977,0.47058823529411764,0.5294117647058824,0.4117647058823529,7.714285714285714,0.8032786885245901,4.428571428571429,0.3684210526315789,4.428571428571429,0.18421052631578946,2.2857142857142856,0.30434782608695654,2.142857142857143,0.6363636363636364,1.8571428571428572,1.4,22.857142857142858,0.7125748502994012,11.857142857142858,0.6222222222222222,8.428571428571429,0.9545454545454545,65.69,0.5071,0,Privileged access attempts
2025-12-13,Student Services,housing-api,5,2,3,2,1,0,13,13,13,6,1,4,0,0.46153846153846156,0.07692307692307693,0.3076923076923077,3.7142857142857144,1.0606060606060606,1.1428571428571428,0.4666666666666667,0.2857142857142857,0.0,2.7142857142857144,0.5384615384615384,1.4285714285714286,1.2352941176470587,0.8571428571428571,1.0769230769230769,10.142857142857142,1.1666666666666667,5.285714285714286,0.9545454545454546,2.4285714285714284,0.2916666666666667,32.3,0.243,0,Phishing patterns
2025-12-13,Student Services,student-portal,3,0,1,3,0,0,7,7,7,3,1,4,0,0.42857142857142855,0.14285714285714285,0.5714285714285714,2.857142857142857,0.7777777777777778,1.5714285714285714,0.0,0.5714285714285714,0.0,2.7142857142857144,0.0,2.2857142857142856,0.30434782608695654,1.0,1.5,11.0,0.5833333333333334,6.0,0.42857142857142855,3.7142857142857144,0.21212121212121213,18.93,0.1037,0,Privileged access attempts
2025-12-14,Admissions,admissions-portal,1,2,4,1,1,1,10,10,10,6,2,2,1642,0.6,0.2,0.2,4.428571428571429,0.18421052631578946,1.8571428571428572,0.35,0.5714285714285714,0.6363636363636364,0.8571428571428571,1.0769230769230769,2.857142857142857,1.037037037037037,0.42857142857142855,0.7,11.0,0.8333333333333334,6.142857142857143,0.84,3.0,0.5,32.3,0.2123,0,Phishing patterns
2025-12-14,Admissions,application-db,3,0,1,2,2,1,9,9,9,4,1,3,3000,0.4444444444444444,0.1111111111111111,0.3333333333333333,4.571428571428571,0.5384615384615384,1.4285714285714286,0.8235294117647058,0.7142857142857143,0.5833333333333333,1.4285714285714286,0.0,2.2857142857142856,0.30434782608695654,0.8571428571428571,1.0769230769230769,11.285714285714286,0.7325581395348837,5.857142857142857,0.5833333333333334,3.7142857142857144,0.21212121212121213,24.27,0.1035,0,Privileged access attempts
2025-12-14,Finance,finance-erp,10,3,3,1,3,5,25,25,23,13,17,7,12555,0.52,0.68,0.28,6.142857142857143,1.4,4.0,0.6,1.5714285714285714,1.9444444444444446,2.0,1.0,1.0,1.5,1.5714285714285714,0.38888888888888895,16.285714285714285,1.4462809917355373,9.0,1.3,6.285714285714286,2.3333333333333335,84.4,0.9113,1,Login failures
2025-12-14,Finance,payroll-db,7,4,2,4,5,3,25,25,25,14,8,13,11062,0.56,0.32,0.52,5.571428571428571,1.065217391304348,3.0,1.25,2.0,1.0,1.8571428571428572,1.4,2.7142857142857144,0.5384615384615384,3.142857142857143,0.9655172413793105,18.285714285714285,1.2962962962962963,9.714285714285714,1.3066666666666669,6.142857142857143,1.1199999999999999,87.3,0.8197,1,Suspicious IP access
2025-12-14,Human Resources,benefits-db,6,1,2,0,3,1,13,13,13,8,7,4,2124,0.6153846153846154,0.5384615384615384,0.3076923076923077,4.0,1.2,3.0,0.75,0.8571428571428571,0.5384615384615384,0.8571428571428571,0.5384615384615384,2.0,0.6666666666666666,1.1428571428571428,0.0,11.857142857142858,1.011111111111111,7.0,1.0,3.142857142857143,1.6896551724137934,45.82,0.312,0,Login failures
2025-12-14,Human Resources,hr-portal,6,1,6,3,4,5,25,25,24,12,18,14,12260,0.48,0.72,0.56,5.571428571428571,0.9130434782608696,2.2857142857142856,1.2173913043478262,0.5714285714285714,3.181818181818182,1.0,0.5,2.7142857142857144,1.6153846153846154,0.8571428571428571,1.6153846153846154,13.0,1.7857142857142858,6.571428571428571,1.5849056603773586,3.5714285714285716,3.9375,93.09,0.9776,1,Phishing patterns
2025-12-14,Library,digital-archives,0,3,1,0,0,2,6,6,6,2,2,2,7520,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.2857142857142858,0.0,1.0,0.0,1.7142857142857142,0.7368421052631579,2.142857142857143,0.9545454545454546,0.8571428571428571,0.5384615384615384,0.8571428571428571,0.0,7.857142857142857,0.6774193548387096,3.142857142857143,0.48275862068965525,3.142857142857143,0.48275862068965525,13.16,0.0661,0,New device joins
2025-12-14,Library,library-catalog,3,0,0,4,1,3,11,11,10,4,4,4,7766,0.36363636363636365,0.36363636363636365,0.36363636363636365,4.285714285714286,0.5675675675675675,0.8571428571428571,0.5384615384615384,2.857142857142857,0.7777777777777778,3.4285714285714284,0.0,1.0,0.0,1.0,2.0,13.428571428571429,0.7623762376237624,5.285714285714286,0.6363636363636364,4.285714285714286,0.7567567567567568,37.97,0.2507,0,Privileged access attempts
2025-12-14,Registrar,registration-api,7,1,1,2,0,0,11,11,11,2,1,3,0,0.18181818181818182,0.09090909090909091,0.2727272727272727,4.571428571428571,1.2564102564102564,2.0,0.0,0.7142857142857143,0.0,1.0,0.5,2.7142857142857144,0.2692307692307692,1.8571428571428572,0.7,12.857142857142858,0.7938144329896907,6.285714285714286,0.27450980392156865,4.142857142857143,0.19444444444444442,16.15,0.0873,0,Login failures
2025-12-14,Registrar,student-records,6,0,1,3,2,1,13,13,13,4,0,6,3284,0.3076923076923077,0.0,0.46153846153846156,4.428571428571429,1.1052631578947367,2.4285714285714284,0.5833333333333334,0.42857142857142855,0.7,1.0,0.0,2.5714285714285716,0.27999999999999997,2.0,1.0,12.857142857142858,0.9381443298969072,6.857142857142857,0.5090909090909091,3.2857142857142856,0.0,30.61,0.1535,0,Login failures
2025-12-14,Research Lab,hpc-cluster,6,3,2,4,3,5,23,23,23,9,2,7,11482,0.391304347826087,0.08695652173913043,0.30434782608695654,7.428571428571429,0.711864406779661,2.5714285714285716,0.84,4.714285714285714,0.875,1.8571428571428572,1.05,1.1428571428571428,0.9333333333333333,3.857142857142857,0.8235294117647058,21.571428571428573,1.0189873417721518,9.142857142857142,0.8873239436619719,8.714285714285714,0.2058823529411765,75.14,0.8082,0,Privileged access attempts
2025-12-14,Research Lab,research-data-vault,3,0,1,1,4,1,10,10,9,7,3,3,4231,0.7,0.3,0.3,8.0,0.3333333333333333,4.285714285714286,0.7567567567567568,4.0,0.2,2.142857142857143,0.0,2.2857142857142856,0.30434782608695654,1.8571428571428572,0.35,22.571428571428573,0.4242424242424242,11.714285714285714,0.550561797752809,8.142857142857142,0.328125,39.41,0.2674,0,Suspicious IP access
